ISBN,ISBN NUMERIQUE,OUVRAGE,NOM AUTEUR ,PRENOM AUTEUR ,EDITEUR,COLLECTION,DISCIPLINE,DISCIPLINE,ANNEE,MISE EN LIGNE,OUVRAGE ACCESSIBLE,TARIF EN EUROS HT,ANNEES AVANT ACCES PERENNE,URL CAIRN
9782728837540,,De la précarité à l'auto-exclusion,Furtos,Jean,Éditions Rue d'Ulm,La Rue ? Parlons-en !,Sociologie et société,,2009,2014-07-01,non,A,infos non disponibles,http://www.cairn.info/de-la-precarite a-l-auto-exclusion--9782728837540.htm
9782707140661,9782707189837,Des maux indicibles,Fassin,Didier,La Découverte,Alternatives sociales,Sociologie et société,,2004,2016-01-04,non,F,infos non disponibles,http://www.cairn.info/des-maux-indicibles--9782707140661.htm
9782200280611,9782200286989,Des toits sur la grève,Caru,Vanessa,Armand Colin,Recherches,Sociologie et société,,2013,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/des-toits-sur-la-greve--9782200280611.htm
9782749254562,9782749254579,Dictionnaire critique de l'accompagnement médico-social des personnes handicapées mentales,Chavaroche,Philippe,ERES,Trames,Sociologie et société,,2017,2017-04-20,non,C,infos non disponibles,http://www.cairn.info/dictionnaire-critique-de-l-accompagnement-medico--9782749254562.htm
9782749208039,,Difficultés et réussites de la vie en établissements pour personnes âgées ,Alaphilippe,Daniel,ERES,Pratiques gérontologiques,Sociologie et société,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/difficultes-et-reussites-de-la-vie-en-etablissemen--9782749208039.htm
9782353718924,,Dispositif ITEP : métamorphoses institutionnelles,AIRe,,Champ social,AIRe / La recherche en ITEP,Sociologie et société,,2016,2017-10-01,non,E,infos non disponibles,http://www.cairn.info/dispositif-itep-metamorphoses-institutionnelles--9782353718924.htm
9782804135379,,Drogues de rue,Jamoulle,Pascale,De Boeck Supérieur,Oxalis,Sociologie et société,,2000,2015-01-01,non,C,infos non disponibles,http://www.cairn.info/drogues-de-rue--9782804135379.htm
9782707143716,9782707170378,Délit de jeunesse,Coutant,Isabelle,La Découverte,TAP / Enquêtes de terrain,Sociologie et société,,2005,2012-04-01,non,D,infos non disponibles,http://www.cairn.info/delit-de-jeunesse--9782707143716.htm
9782749207988,9782749225371,Désinsulariser le handicap,Poizat,Denis,ERES,Connaissances de la diversité,Sociologie et société,,2007,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/desinsulariser-le-handicap--9782749207988.htm
9782749237374,9782749237381,Déviances et déviants dans notre société intolérante,Ellul,Jacques,ERES,Poche - Société,Sociologie et société,,2013,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/deviances-et-deviants--9782749237374.htm
9782724610949,9782724686937,Emmaüs et l'abbé Pierre,Brodiez-Dolino,Axelle,Presses de Sciences Po,Académique ,Sociologie et société,,2009,2011-10-21,non,F,infos non disponibles,http://www.cairn.info/emmaus-et-l-abbe-pierre--9782724610949.htm
9782749207612,9782749225531,"Enfance dangereuse, enfance en danger?",Khaiat,Lucette,ERES,Hors collection,Sociologie et société,,2007,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/enfance-dangereuse-enfance-en-danger--9782749207612.htm
9782749234694,9782749234700,"Enfants placés, déplacés, replacés : parcours en protection de l'enfance",Potin,Émilie,ERES,Pratiques du champ social,Sociologie et société,,2012,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/enfants-places-deplaces-replaces--9782749234694.htm
9782100724741,9782100725564,Entreprendre au service des personnes,Lyazid,Maryvonne,Dunod,Santé Social,Sociologie et société,,2015,2016-02-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/entreprendre-au-service-des-personnes--9782100724741.htm
9782865864423,9782749230115,"Exclusion sociale, insertion et prévention",Abric,Jean-Claude,ERES,Hors collection,Sociologie et société,,2003,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/exclusion-sociale-insertion-et-prevention--9782865864423.htm
9782749207902,9782749220550,Guide du bénévole social,Arveiller,Jean-Paul,ERES,Trames,Sociologie et société,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/guide-du-benevole-social--9782749207902.htm
9782749207032,9782749220451,Gérer la démarche qualité en établissement pour personnes âgées,,,ERES,Pratiques gérontologiques,Sociologie et société,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/gerer-la-demarche-qualite-en-etablissement-pour-pe--9782749207032.htm
9782749209555,9782749225913,Handicap : l'éthique dans les pratiques cliniques,Scelles,Régine,ERES,Connaissances de la diversité,Sociologie et société,,2008,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/handicap-l-ethique-dans-les-pratiques-cliniques--9782749209555.htm
9782804148836,9782804179663,Handicap congénital et vieillissement,Dalla Piazza,Serge,De Boeck Supérieur,Questions de personne,Sociologie et société,,2005,2012-04-01,non,E,infos non disponibles,http://www.cairn.info/handicap-congenital-et-vieillissement--9782804148836.htm
9782804153779,9782804173418,Handicap mental : prévention et accueil,Jonckheere,Paul,De Boeck Supérieur,Questions de personne,Sociologie et société,,2007,2010-04-01,non,F,infos non disponibles,http://www.cairn.info/handicap-mental-prevention-et-accueil--9782804153779.htm
9782100709441,9782100710478,Innommable et innombrable,Amyot,Jean-Jacques,Dunod,Santé Social,Sociologie et société,,2014,2016-03-03,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/innommable-et-innombrable--9782100709441.htm
9782747560061,,Intervenir auprès des familles,Parent,Pierre-Paul,L'Harmattan,Éthique en contextes,Sociologie et société,,2004,2015-01-01,non,E,infos non disponibles,http://www.cairn.info/intervenir-aupres-des-familles--9782747560061.htm
9782749202549,,L'action sociale aujourd'hui,Ladsous,Jacques,ERES,Trames,Sociologie et société,,2008,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/l-action-sociale-aujourd-hui--9782749202549.htm
9782749205854,9782749217994,L'annonce du handicap autour de la naissance en douze questions,Ben Soussan,Patrick,ERES,À l'Aube de la vie,Sociologie et société,,2006,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/l-annonce-du-handicap-autour-de-la-naissance--9782749205854.htm
9782865869336,9782749227474,"L'enfant, l'adulte, la loi : l'ère du soupçon ?",Petitot,Françoise,ERES,Les recherches du Grape,Sociologie et société,,2001,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/l-enfant-l-adulte-la-loi-l-ere-du-soupcon--9782865869336.htm
9782865377374,9782811121426,L'hôpital face à l'enfance maltraitée,Hochart,Françoise,Éditions Karthala,Questions d'Enfances,Sociologie et société,,1997,2016-09-04,non,D,infos non disponibles,http://www.cairn.info/l-hopital-face-a-l-enfance-maltraitee--9782865377374.htm
9782749239491,9782749239507,L'innovation sociale,Klein,Juan-Luis,ERES,Sociologie économique,Sociologie et société,,2014,2016-01-04,non,C,infos non disponibles,http://www.cairn.info/l-innovation-sociale--9782749239491.htm
9782130565079,9782130640189,L'école et la rue : fabriques de délinquance,Moignard,Benjamin,P.U.F.,Partage du savoir,Sociologie et société,,2008,2014-10-01,non,F,infos non disponibles,http://www.cairn.info/l-ecole-et-la-rue-fabriques-de-delinquance--9782130565079.htm
9782353718788,,La Participation,Boucher,Guy,Champ social,Accompagner-Partager,Sociologie et société,,2015,2017-10-01,non,C,infos non disponibles,http://www.cairn.info/la-participation--9782353718788.htm
9782749211886,9782749226156,La démarche qualité dans le champ médico-social,Gallut,Xavier,ERES,L'éducation spécialisée au quotidien,Sociologie et société,,2010,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/la-demarche qualite-dans-le-champ-medico-social--9782749211886.htm
9782749215310,9782749215327,La fin du temps,Merle-Béral,Anne-Marie,ERES,L'Âge et la vie - Prendre soin des personnes âgées,Sociologie et société,,2012,2012-07-01,non,C,infos non disponibles,http://www.cairn.info/la-fin-du-temps--9782749215310.htm
9782707132864,9782707172891,La guerre perdue contre la drogue,Boyer,Jean-François,La Découverte,Enquêtes,Sociologie et société,,2001,2013-04-02,non,D,infos non disponibles,http://www.cairn.info/la-guerre-perdue-contre-la-drogue--9782707132864.htm
9782749211824,9782749221618,La médiatrice et le conflit dans la famille,Denis,Claire,ERES,Trajets,Sociologie et société,,2010,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/la-mediatrice-et-le-conflit-dans-la-famille--9782749211824.htm
9782749211046,9782749232706,La prison dans la ville,Herzog-Evans,Martine,ERES,Questions actuelles de criminologie,Sociologie et société,,2009,2011-02-15,non,C,infos non disponibles,http://www.cairn.info/la-prison-dans-la-ville--9782749211046.htm
9782749211688,,La relation d'aide en service social,Bernard,Anne-Marie,ERES,Pratiques du champ social,Sociologie et société,,2005,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/la-relation-d-aide-en-service-social--9782749211688.htm
9782749242132,9782749242149,La société malade d'Alzheimer,Billé,Michel,ERES,L'Âge et la vie - Prendre soin des personnes âgées,Sociologie et société,,2014,2016-01-04,non,C,infos non disponibles,http://www.cairn.info/la-societe-malade-d-alzheimer--9782749242132.htm
9782100729982,9782100740789,La supervision d'équipes en travail social,Rouzel,Joseph,Dunod,Santé Social,Sociologie et société,,2015,2016-02-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/la-supervision-d-equipes-en-travail-social--9782100729982.htm
9782707141125,9782707181671,La théorie de la régulation sociale de Jean-Daniel Reynaud,de Terssac,Gilbert,La Découverte,Recherches,Sociologie et société,,2003,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/la-theorie-de-la-regulation-sociale-de-jean-daniel--9782707141125.htm
9782749203720,9782749226910,"Le "tiers" : protecteur de l'enfant victime ?""e "tiers" : protecteur de l'enfant victim"" "tiers" : protecteur de l'enfant vict"""tiers" : protecteur de l'enfant vic""tiers" : protecteur de l'enfant vic""iers" : protecteur de l'enfan""ers" : protecteur de l'e""rs" : protecteur de ""s" : protecteur d""" : protecteur "" : protecteur ",Bongrain,Marcelle,ERES,Maison des droits des enfants et des jeunes,Sociologie et société,,2004,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/le-tiers-protecteur-de-l-enfant-victime--978274920372.htm
9782749208718,,Le développement social local contre le repli ethnique,Menchi,Patrick,ERES,Trames,Sociologie et société,,2008,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/le-developpement-social-local-contre-le-repli-eth--9782749208718.htm
9782749211060,,Le handicap dans le monde,Poizat,Denis,ERES,Connaissances de la diversité,Sociologie et société,,2009,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/le-handicap-dans-le-monde--9782749211060.htm
9782749201740,9782749227092,Le handicap en images,Blanc,Alain,ERES,Connaissances de la diversité,Sociologie et société,,2003,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/le-handicap-en-images--978274920174.htm
9782749210872,9782749232669,Le handicap par ceux qui le vivent,Gardou,Charles,ERES,Reliance,Sociologie et société,,2009,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/le-handicap-par-ceux-qui-le-vivent--9782749210872.htm
9782811108946,9782811121556,Le harcèlement au collège,Pestana,Dominique-Manuela,Éditions Karthala,Questions d'Enfances,Sociologie et société,,2013,2016-06-09,non,C,infos non disponibles,http://www.cairn.info/le-harcelement-au-college--9782811108946.htm
9782707113795,,Le logement social en France (1815-1981),Butler,Rémy,La Découverte,Fondations,Sociologie et société,,1983,2016-03-15,non,C,infos non disponibles,http://www.cairn.info/le-logement-social-en-france--9782707113795.htm
9782749242934,9782749242941,Le placement des enfants,Attias,Dominique,ERES,1001 et +,Sociologie et société,,2014,2015-11-03,non,D,infos non disponibles,http://www.cairn.info/le-placement-des-enfants--9782749242934.htm
9782749200705,9782749227177,"Le placement familial, une vieille histoire à réinventer",Bass,Denise,ERES,Les recherches du Grape,Sociologie et société,,2002,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/le-placement-familial-une-vieille-histoire--9782749200705.htm
9782749209302,9782749222561,Le projet de vie personnalisé des personnes âgées,Vercauteren,Richard,ERES,Pratiques gérontologiques,Sociologie et société,,2010,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/le-projet-de-vie-personnalise-des-personnes-agees--9782749209302.htm
9782749205663,9782749222608,Le projet individuel,Chavaroche,Philippe,ERES,Trames,Sociologie et société,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/le-projet-individuel--9782749205663.htm
9782100725069,9782100727667,Le quotidien en éducation spécialisée,Rouzel,Joseph,Dunod,Santé Social,Sociologie et société,,2015,2016-02-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/le-quotidien-en-education-specialisee--9782100725069.htm
9782707145420,9782707172716,Le scandale des « tournantes »,Mucchielli,Laurent,La Découverte,Sur le vif,Sociologie et société,,2005,2013-04-02,non,C,infos non disponibles,http://www.cairn.info/le-scandale-des-tournantes--9782707145420.htm
9782728836666,,Le squat : problème social ou lieu d'émancipation ?,Bouillon,Florence,Éditions Rue d'Ulm,La Rue ? Parlons-en !,Sociologie et société,,2011,2014-07-01,non,A,infos non disponibles,http://www.cairn.info/le-squat-probleme-social-ou-lieu-d-emancipation--9782728836666.htm
9782749205717,9782749227214,"Le sujet âgé, ses proches et ses soignants",Guillaumot,Philippe,ERES,Relations,Sociologie et société,,2006,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/le-sujet-age-ses-proches-et-ses-soignants--9782749205717.htm
9782749214931,9782749231150,Les MDPH (maisons départementales des personnes handicapées),Grenier,Corinne,ERES,Éducation - Formation,Sociologie et société,,2011,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/les-mdph-maisons-departementales-des-personnes-han--9782749214931.htm
9782746711280,,Les détenus et leurs proches,Ricordeau,Gwénola,Autrement,Mutations,Sociologie et société,,2008,2012-04-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/les-detenus-et-leurs-proches--9782746711280.htm
9782746708273,,Les dézingués,Hatzfeld,Marc,Autrement,Passions complices,Sociologie et société,,2006,2012-04-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/les-dezingues--9782746708273.htm
9782749203485,9782749227658,Les enjeux contradictoires dans le travail social,Amiguet,Olivier,ERES,Relations,Sociologie et société,,2004,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/les-enjeux-contradictoires-dans-le-travail-social--9782749203485.htm
9782707132475,9782707155726,Les inégalités sociales de santé,Fassin,Didier,La Découverte,Recherches,Sociologie et société,,2000,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/les-inegalites-sociales-de-sante--9782707132475.htm
9782865869848,9782749227696,Les liens familiaux à l'épreuve du pénal,Bouregba,Alain,ERES,Hors collection,Sociologie et société,,2002,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/les-liens-familiaux-a-l-epreuve-du-penal--9782865869848.htm
9782130509288,9782130637981,Les logiques de la réciprocité,Morel,Sylvie,P.U.F.,Le Lien social,Sociologie et société,,2000,2014-10-01,non,F,infos non disponibles,http://www.cairn.info/les-logiques-de-la-reciprocite--9782130509288.htm
9782130573296,9782130640806,Les mondes du squat,Bouillon,Florence,P.U.F.,Partage du savoir,Sociologie et société,,2009,2014-11-12,non,F,infos non disponibles,http://www.cairn.info/les-mondes-du-squat--9782130573296.htm
9782865867424,9782749227733,"Les médiations, la médiation",,,ERES,Trajets,Sociologie et société,,2003,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/les-mediations-la-mediation--9782865867424.htm
9782749211015,9782749221953,Les nouveaux enjeux de l'action sociale en milieu ouvert,Le Rest,Pascal,ERES,Trames,Sociologie et société,,2009,2011-10-19,non,D,infos non disponibles,http://www.cairn.info/les-nouveaux-enjeux-de-l-action-sociale-en-milieu--9782749211015.htm
9782353710225,,Les nouveaux métiers du travail social,Tourrolier,Catherine,Champ social,Métiers et formations,Sociologie et société,,2009,2017-10-01,non,A,infos non disponibles,http://www.cairn.info/les-nouveaux-metiers-du-travail-social--9782353710225.htm
9782749203423,9782749222233,Les passeurs de murailles,Barral,Odile,ERES,Poche - Société,Sociologie et société,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/les-passeurs-de-murailles--9782749203423.htm
9782749209548,,Les personnes vulnérables,Charrier,Françoise,ERES,Trames,Sociologie et société,,2008,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/les-personnes-vulnerables--9782749209548.htm
9782353719228,,L'abécédaire de la jeunesse et des banlieues,Rey-Herme,Yves,Champ social,Acteurs sociaux,Sociologie et société,,2016,2017-10-01,non,B,infos non disponibles,http://www.cairn.info/l-aabecedaire-de-la-jeunesse-et-des-banlieues--9782353719228.htm
9782749253312,9782749253329,L'activité des demandeurs d'asile,Felder,Alexandra,ERES,Clinique du travail,Sociologie et société,,2016,2017-01-18,non,C,infos non disponibles,http://www.cairn.info/activite-des-demandeurs-d-asile--9782749253312.htm
9782749234366,9782749234373,L'alphabet du social,Ladsous,Jacques,ERES,Trames,Sociologie et société,,2012,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/l-alphabet-du-social--9782749234366.htm
9782865869220,,L'animation dans les établissements pour personnes âgées,Vercauteren,Richard,ERES,Pratiques gérontologiques,Sociologie et société,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/l-animation-dans-les-etablissements-pour-personnes--9782865869220.htm
9782749217970,9782749217970,L'annonce du handicap au grand accidenté,Brzustowski,Marc,ERES,Connaissances de la diversité,Sociologie et société,,2001,2011-11-10,non,C,infos non disponibles,http://www.cairn.info/l-annonce-du-handicap-au-grand-accidente--2865869636.htm
9782865866588,9782749220055,L'esprit de la médiation,Morineau,Jacqueline,ERES,Trajets,Sociologie et société,,2010,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/l-esprit-de-la-mediation--9782865866588.htm
9782749205700,9782749220932,L'injustice sociale,Guienne,Véronique,ERES,Sociologie clinique,Sociologie et société,,2006,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/injustice-sociale--9782749205700.htm
9782810901562,9782810902958,L'intervention sociale d'aide à la personne,du travail social,Conseil supérieur,Presses de l'EHESP,Politiques et interventions sociales,Sociologie et société,,2014,2015-10-02,non,D,infos non disponibles,http://www.cairn.info/l-intervention-sociale-d-aide-a-la-personne--9782810901562.htm
9782749233451,9782749233468,Marcher pour s'en sortir,Le Breton,David,ERES,La vie devant eux,Sociologie et société,,2012,2014-08-14,non,C,infos non disponibles,http://www.cairn.info/marcher-pour-s-en-sortir--9782749233451.htm
9782724612233,9782724687750,Mesurer la délinquance,Robert,Philippe,Presses de Sciences Po,La Bibliothèque du citoyen,Sociologie et société,,2011,2012-07-01,non,D,infos non disponibles,http://www.cairn.info/mesurer-la-delinquance--9782724612233.htm
9782130525738,,Mesures et démesure de la pauvreté,Destremau,Blandine,P.U.F.,Hors collection,Sociologie et société,,2002,2016-11-10,non,E,infos non disponibles,http://www.cairn.info/mesures-et-demesure-de-la-pauvrete--9782130525738.htm
9782728804450,,Mineurs isolés étrangers à la rue,Étiemble,Angélina,Éditions Rue d'Ulm,La Rue ? Parlons-en !,Sociologie et société,,2010,2014-07-01,non,A,infos non disponibles,http://www.cairn.info/mineurs isoles etrangers a la rue--9782728804450.htm
9782749202648,9782749221670,Missions et management des équipes en établissements pour personnes âgées,Connangle,Sylvain,ERES,Pratiques gérontologiques,Sociologie et société,,2004,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/mission-et-management-des-equipes-en-etablissement--9782749202648.htm
9782130517269,,Médicaments et société,Fainzang,Sylvie,P.U.F.,Ethnologies,Sociologie et société,,2001,2017-10-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/le-patient-le-medecin-et-l-ordonnance--9782130517269.htm
9782864241324,9791022605908,Naissance d'un fléau,Pinell,Patrice,Éditions Métailié,Leçons De Choses,Sociologie et société,,1992,2016-09-04,non,D,infos non disponibles,http://www.cairn.info/naissance-d-un-fleau--9782864241324.htm
9782864249184,9791022606028,Outsiders,Becker,Howard S.,Éditions Métailié,Leçons De Choses,Sociologie et société,,1985,2016-10-03,non,D,infos non disponibles,http://www.cairn.info/outsiders--9782864249184.htm
9782865864249,,Parents d'enfant handicapé,Gardou,Charles,ERES,Connaissances de la diversité,Sociologie et société,,2005,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/parents-d-enfant-handicape--9782865864249.htm
9782749216591,9782749216607,Parents d'enfant handicapé,Gardou,Charles,ERES,Poche - Éducation formation,Sociologie et société,,2015,2016-02-01,non,C,infos non disponibles,http://www.cairn.info/parents-d-enfant-handicape--9782749216591.htm
9782749206943,,Parents et professionnels face au dévoilement du handicap,Ebersold,Serge,ERES,Connaissances de la diversité,Sociologie et société,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/parents-et-professionnels-face-au-devoilement-du-h--9782749206943.htm
9782130538271,9782130638599,Partir ou rester ?,Richard,Jean-Luc,P.U.F.,Le Lien social,Sociologie et société,,2004,2014-10-29,non,F,infos non disponibles,http://www.cairn.info/partir-ou-rester--9782130538271.htm
9782353719211,,Pauvres jeunes,Lima,Léa,Champ social,Questions de société,Sociologie et société,,2015,2017-10-03,non,B,infos non disponibles,http://www.cairn.info/pauvres-jeunes--9782353719211.htm
9782728838035,,Pauvreté et stratégies de survie,Fontaine,Laurence,Éditions Rue d'Ulm,La Rue ? Parlons-en !,Sociologie et société,,2008,2014-07-01,non,A,infos non disponibles,http://www.cairn.info/pauvrete-et-strategies-de-survie--9782728838035.htm
9782865869572,9782749228495,Penser les pratiques sociales,Puyuelo,Rémy,ERES,Éducation - Formation,Sociologie et société,,2001,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/penser-les-pratiques-sociales--9782865869572.htm
9782749232058,9782749232065,"Personnes handicapées, personnes valides : ensemble, semblables et différentes",Zucman,Élisabeth,ERES,Poche - Espace éthique,Sociologie et société,,2012,2012-06-21,non,C,infos non disponibles,http://www.cairn.info/personnes-handicapees-personnes-valides-ensemble--9782749232058.htm
9782353713127,,Petit lexique du travail social,Verdu,Corinne,Champ social,Métiers et formations,Sociologie et société,,2013,2017-10-01,non,C,infos non disponibles,http://www.cairn.info/petit-lexique-du-travail-social--9782353713127.htm
9782749254500,9782749254517,Petites histoires de travail social,Durual,Arlette,ERES,Trames,Sociologie et société,,2017,2017-04-20,non,C,infos non disponibles,http://www.cairn.info/petites-histoires-de-travail-social--9782749254500.htm
9782749210452,9782749228594,Pour un accueil de qualité de la petite enfance : quel curriculum ?,Bouve,Catherine,ERES,Petite enfance et parentalité,Sociologie et société,,2009,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/pour-un-accueil-de-qualite-de-la-petite-enfance--9782749210452.htm
9782749206578,9782749229874,Pourquoi on nous a séparés ?,Abels-Eber,Christine,ERES,Sociologie clinique,Sociologie et société,,2006,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/pourquoi-on-nous-a-separes--9782749206578.htm
9782749204987,9782749228815,Prendre soin d'un proche âgé,Clément,Serge,ERES,Pratiques gérontologiques,Sociologie et société,,2005,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/prendre-soin-d-un-proche-age--9782749204987.htm
9782353711192,,Prisons sous tensions,Benguigui,Georges,Champ social,Questions de société,Sociologie et société,,2011,2017-10-01,non,D,infos non disponibles,http://www.cairn.info/prisons-sous-tensions--9782353711192.htm
9782749214740,9782749231396,Prostitution : guide pour un accompagnement social,Ayerbe,Christian,ERES,Trames,Sociologie et société,,2011,2012-04-01,non,D,infos non disponibles,http://www.cairn.info/prostitution-guide-pour-un-accompagnement-social--9782749214740.htm
9782749202204,,Protection de l'enfance: l'action de l'association Olga Spitzer,Becquemin,Michèle,ERES,Hors collection,Sociologie et société,,2003,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/protection-de-l-enfance-l-action-de-l-association---9782749202204.htm
9782749207964,9782749229058,Quel accueil demain pour la petite enfance ?,Belan,Xavier,ERES,Petite enfance et parentalité,Sociologie et société,,2007,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/quel-accueil-demain-pour-la-petite-enfance--9782749207964.htm
9791031200675,9791031200682,"Rebelles et révoltées, mineures derrière les grilles",Mathieu,Hélène,Ateliers Henry Dougier,Le changement est dans l'R !,Sociologie et société,,2015,2016-07-05,non,C,infos non disponibles,http://www.cairn.info/rebelles-et-revoltees-mineures-derriere-les-grille--9791031200675.htm
9782845860346,9782811121389,Regards d'Afrique sur la maltraitance,Agossou,Thérèse,Éditions Karthala,Questions d'Enfances,Sociologie et société,,2009,2016-09-04,non,D,infos non disponibles,http://www.cairn.info/regards-d-afrique-sur-la-maltraitance--9782845860346.htm
9782130588757,9782130642381,Repenser la solidarité,Paugam,Serge,P.U.F.,Quadrige,Sociologie et société,,2011,2015-01-01,non,E,infos non disponibles,http://www.cairn.info/repenser-la-solidarite--9782130588757.htm
9782749212265,9782749217314,Repères pour le placement familial,Coum,Daniel,ERES,Trames,Sociologie et société,,2010,2011-10-20,non,D,infos non disponibles,http://www.cairn.info/reperes-pour-le-placement-familial--9782749212265.htm
9782749203829,9782749229232,Répondre à la souffrance sociale,Joubert,Michel,ERES,"Études, recherches, actions en santé mentale en Europe",Sociologie et société,,2005,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/repondre-a-la-souffrance-sociale--9782749203829.htm
9782865375042,9782811121457,"Secret maintenu, secret dévoilé",AFIREM,,Éditions Karthala,Questions d'Enfances,Sociologie et société,,1994,2016-11-01,non,E,infos non disponibles,http://www.cairn.info/secret-maintenu-secret-devoile--9782865375042.htm
9782749205465,9782749232409,Signaler et après ?,Le Run,Jean-Louis,ERES,Enfances  PSY,Sociologie et société,,2005,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/signaler-et-apres--9782749205465.htm
9782749207629,9782749223520,Sociologie de la délinquance et de la justice pénale,Faget,Jacques,ERES,Trajets,Sociologie et société,,2009,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/sociologie-de-la-delinquance-et-de-la-justice-pena--9782749207629.htm
9782130553137,9782130638278,Sociologie de l'obésité,Poulain,Jean-Pierre,P.U.F.,Sciences sociales et sociétés,Sociologie et société,,2009,2014-07-01,non,F,infos non disponibles,http://www.cairn.info/sociologie-de-l-obesite--9782130553137.htm
9782865869961,9782749229454,Société avec drogues,Faugeron,Claude,ERES,Trajets,Sociologie et société,,2002,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/societe-avec-drogues--9782865869961.htm
9782130511632,9782130638650,Soigner en prison,Milly,Bruno,P.U.F.,Sociologies,Sociologie et société,,2001,2015-01-01,non,F,infos non disponibles,http://www.cairn.info/soigner-en-prison--9782130511632.htm
9782130534174,9782130638353,Soigner les exclus,Parizot,Isabelle,P.U.F.,Le Lien social,Sociologie et société,,2003,2014-10-01,non,F,infos non disponibles,http://www.cairn.info/soigner-les-exclus--9782130534174.htm
9782749202556,9782749229515,Solitude et isolement des personnes âgées,Pitaud,Philippe,ERES,Pratiques du champ social,Sociologie et société,,2007,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/solitude-et-isolement-des-personnes-agees--9782749202556.htm
9782749212203,,Solitude et isolement des personnes âgées,Pitaud,Philippe,ERES,Pratiques du champ social,Sociologie et société,,2010,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/solitude-et-isolement-des-personnes-agees--9782749212203.htm
9782749232355,9782749232362,"S'il te plaît, ne m'aide pas !",Hardy,Guy,ERES,Relations,Sociologie et société,,2012,2013-04-02,non,C,infos non disponibles,http://www.cairn.info/s-il-te-plait-ne-m-aide-pas--9782749232355.htm
9782749205182,9782749223704,Technicien de l'intervention sociale et familiale,Bonamy,Bernadette,ERES,Trames,Sociologie et société,,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/technicien-de-l-intervention-sociale-et-familiale--9782749205182.htm
9782749204765,9782749229638,Travail de rue et personnes à la marge,Escots,Serge,ERES,Trames,Sociologie et société,,2005,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/travail-de-rue-et-personnes-a-la-marge--9782749204765.htm
